uid,city,source,title,description_en,domain,cluster,indicator_direct,fit,proxy_link,spans,spatial_label,temporal_label,year_min,year_max,year_span_elapsed,spatial_evidence,temporal_depth_evidence,cadence_evidence,resource_url,declared_spatial_coverage,declared_temporal_coverage,round_tag,source_row
df_e::16208,Lima,datosabiertos.gob.pe (df_e),Defunciones,Deaths: deaths,,,,PROPOSED EXIT,,,Sub-city (district-zone),unknown depth; unknown cadence,,,,publisher-derived,UNKNOWN,UNKNOWN,https://www.datosabiertos.gob.pe/dataset/defunciones,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, HARVEST_STUB: a catalogue SHELL, not a dataset. The national portal federated the Municipalidad Distrital de Miraflores catalogue once, on 13 November 2018, and never again: every one of these entries carries 'Harvested from Cosechamiento de Datos Municipalidad de Miraflores', Last Harvest Performed 13/11/2018, a template 'Triennial' frequency, sequential machine-minted identifiers, a Homepage URL pointing at datosabiertos.miraflores.gob.pe and a single stub resource of format html with no file behind it. The geo-fence hypothesis was tested and rejected: datosabiertos.gob.pe resolves and serves normally from a Peru exit, while datosabiertos.miraflores.gob.pe fails to RESOLVE AT ALL (DNS, not 403) - the host is gone, not restricted. 77 such entries exist portal-wide and all 77 are Miraflores'. Data that cannot be obtained cannot be counted as available. Verified by opening the pages, 2026-08-25; evidence in miraflores_ghosts_2026-08-25.csv.",132
df_e::2677,Lima,datosabiertos.gob.pe (df_e),MORBILIDAD,Morbidity: Morbidity rates,NCDs,Disease burden,,Relevant proxy,,,National,unknown depth; annual-or-finer,,,,pipeline,UNKNOWN,COUNTED,https://www.datosabiertos.gob.pe/dataset/morbilidad,,,,133
df_e::13200,Lima,datosabiertos.gob.pe (df_e),DataSet de Información de Fallecidos del Sistema Nacional de Defunciones - [Ministerio de Salud],DATASET OF INFORMATION OF DEATHS OF THE NATIONAL DEATH SYSTEM - [MINISTRY OF HEALTH]: Information of deaths of the National Death System.,NCDs,Disease burden,,Relevant proxy,Age-standardised NCD mortality rate,,National,unknown depth; unknown cadence,,,,title parse,UNKNOWN,UNKNOWN,https://www.datosabiertos.gob.pe/dataset/informaci%C3%B3n-de-fallecidos-del-sistema-inform%C3%A1tico-nacional-de-defunciones-sinadef-1,,,RULED 2026-08-27: linked to Age-standardised NCD mortality rate - SINADEF national deaths registry stands in for NCD mortality,134
df_e::2673,Lima,datosabiertos.gob.pe (df_e),Diccionario de Datos de Fallecidos,DICTIONARY OF DEATH DATA:,,,,PROPOSED EXIT,,,National,unknown depth; annual-or-finer,,,,pipeline,UNKNOWN,DECLARED,https://www.datosabiertos.gob.pe/dataset/fallecidos-por-covid-19-ministerio-de-salud-minsa/resource/087d3d4f-498a-441c-9d37,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DOCUMENTATION: a data dictionary, metadata record or publication plan for another record in this inventory, not a dataset in its own right.",135
df_e::5686,Lima,datosabiertos.gob.pe (df_e),"Dataset - Exámenes de Laboratorio de Consulta Externa de Pacientes Diagnosticados con Patologías Relacionadas a Obesidad, 01/01/2020 - 30/04/2024 - [Seguro Social de Salud - EsSalud]","Dataset - Outpatient Laboratory Tests of Patients Diagnosed with Obesity-Related Conditions, 01/01/2020 - 30/04/2024 - [Social Health Insurance - EsSalud]: The dataset was extracted from the Intelligent Health Service (EsSI) system implemented in 2019.",NCDs,Disease burden,Prevalence of obesity and overweight,Direct match,,,Point-feature,5-9 years; multi-year,2019,2024,5,title parse,TEXT,TEXT,https://www.datosabiertos.gob.pe/dataset/ex%C3%A1menes-de-laboratorio-de-consulta-externa-de-pacientes-diagnosticados-con-patolog%C3%ADas-4,,,,136
df_e::5684,Lima,datosabiertos.gob.pe (df_e),"Dataset - Exámenes de Laboratorio de Consulta Externa de Pacientes Diagnosticados con Patologías Relacionadas a Obesidad, 01/05/2024 - 30/11/2024 - [Seguro Social de Salud - EsSalud]","Dataset - Outpatient Laboratory Tests of Patients Diagnosed with Obesity-Related Pathologies, 01/05/2024 - 30/11/2024 - [Social Health Insurance - EsSalud]: The dataset was extracted from the Intelligent Health Service (EsSI) system implemented in 2019.",NCDs,Disease burden,Prevalence of obesity and overweight,Direct match,,,Point-feature,5-9 years; irregular,2019,2024,5,title parse,TEXT,TEXT,https://www.datosabiertos.gob.pe/dataset/ex%C3%A1menes-de-laboratorio-de-consulta-externa-de-pacientes-diagnosticados-con-patolog%C3%ADas-22,,,,137
df_e::5679,Lima,datosabiertos.gob.pe (df_e),"Dataset - Exámenes de Laboratorio de Consulta Externa de Pacientes Diagnosticados con Patologías Relacionadas a Diabetes, 01/05/2024 - 30/11/2024 - [Seguro Social de Salud - EsSalud]","Dataset - Laboratory Tests of Outpatient Consultations for Patients Diagnosed with Diabetes-Related Pathologies, 01/05/2024 - 30/11/2024 - [Social Health Insurance - EsSalud]: The dataset was extracted from the Intelligent Health Service (EsSI) system implemented in 2019.",NCDs,Disease burden,Prevalence of diabetes,Direct match,,,Point-feature,5-9 years; irregular,2019,2024,5,title parse,TEXT,TEXT,https://www.datosabiertos.gob.pe/dataset/ex%C3%A1menes-de-laboratorio-de-consulta-externa-de-pacientes-diagnosticados-con-patolog%C3%ADas-23,,,,138
df_e::5681,Lima,datosabiertos.gob.pe (df_e),"Dataset - Exámenes de Laboratorio de Consulta Externa de Pacientes Diagnosticados con Patologías Relacionadas a Diabetes, 01/01/2020 - 30/04/2024 - [Seguro Social de Salud - EsSalud]","Dataset - Outpatient Laboratory Tests of Patients Diagnosed with Diabetes-Related Pathologies, 01/01/2020 - 30/04/2024 - [Social Health Insurance - EsSalud]: The dataset was extracted from the Intelligent Health Service (EsSI) system implemented in 2019.",NCDs,Disease burden,Prevalence of diabetes,Direct match,,,Point-feature,5-9 years; multi-year,2019,2024,5,title parse,TEXT,TEXT,https://www.datosabiertos.gob.pe/dataset/ex%C3%A1menes-de-laboratorio-de-consulta-externa-de-pacientes-diagnosticados-con-patolog%C3%ADas-0,,,,139
df_e::5691,Lima,datosabiertos.gob.pe (df_e),"Dataset - Exámenes de Laboratorio de Consulta Externa de Pacientes Diagnosticados con Patologías Relacionadas a Hipertensión, 01/01/2020 - 30/04/2024 - [Seguro Social de Salud - EsSalud]","Dataset - Outpatient Laboratory Tests of Patients Diagnosed with Pathologies Related to Hypertension, 01/01/2020 - 30/04/2024 - [Social Health Insurance - EsSalud]: The dataset was extracted from the Intelligent Health Service (EsSI) system implemented in 2019.",NCDs,Disease burden,Prevalence of CVD and hypertension,Direct match,,,Point-feature,5-9 years; multi-year,2019,2024,5,title parse,TEXT,TEXT,https://www.datosabiertos.gob.pe/dataset/ex%C3%A1menes-de-laboratorio-de-consulta-externa-de-pacientes-diagnosticados-con-patolog%C3%ADas-8,,,,140
df_e::5689,Lima,datosabiertos.gob.pe (df_e),"Dataset - Exámenes de Laboratorio de Consulta Externa de Pacientes Diagnosticados con Patologías Relacionadas a Hipertensión, 01/05/2024 - 30/11/2024 - [Seguro Social de Salud - EsSalud]","Dataset - Outpatient Laboratory Tests of Patients Diagnosed with Pathologies Related to Hypertension, 01/05/2024 - 30/11/2024 - [Social Health Insurance - EsSalud]: The dataset was extracted from the Intelligent Health Service system (EsSI) implemented in 2019.",NCDs,Disease burden,Prevalence of CVD and hypertension,Direct match,,,Point-feature,5-9 years; irregular,2019,2024,5,title parse,TEXT,TEXT,https://www.datosabiertos.gob.pe/dataset/ex%C3%A1menes-de-laboratorio-de-consulta-externa-de-pacientes-diagnosticados-con-patolog%C3%ADas-21,,,,141
df_e::5699,Lima,datosabiertos.gob.pe (df_e),"Dataset - Exámenes de Laboratorio de Consulta Externa de Pacientes Diagnosticados con Patologías Relacionadas a Enfermedad Renal, 01/01/2020 - 30/04/2024 - [Seguro Social de Salud - EsSalud]","Dataset - Outpatient Laboratory Tests of Patients Diagnosed with Pathologies Related to Kidney Disease, 01/01/2020 - 30/04/2024 - [Social Health Insurance - EsSalud]: The dataset was extracted from the Intelligent Health Service (EsSI) system implemented in 2019.",NCDs,Disease burden,,PROPOSED EXIT,,,Point-feature,5-9 years; multi-year,2019,2024,5,title parse,TEXT,TEXT,https://www.datosabiertos.gob.pe/dataset/ex%C3%A1menes-de-laboratorio-de-consulta-externa-de-pacientes-diagnosticados-con-patolog%C3%ADas-12,,,RULED 2026-08-27 (record-level review): EXIT - renal lab tests: no counterpart in any other city (consistency conditional resolved),142
df_e::5694,Lima,datosabiertos.gob.pe (df_e),"Dataset - Exámenes de Laboratorio de Consulta Externa de Pacientes Diagnosticados con Patologías Relacionadas a Enfermedad Renal, 01/05/2024 - 30/11/2024 - [Seguro Social de Salud - EsSalud]","Dataset - Outpatient Laboratory Tests of Patients Diagnosed with Pathologies Related to Kidney Disease, 01/05/2024 - 30/11/2024 - [Social Health Insurance - EsSalud]: The dataset was extracted from the Intelligent Health Service (EsSI) system implemented in 2019.",NCDs,Disease burden,,PROPOSED EXIT,,,Point-feature,5-9 years; irregular,2019,2024,5,title parse,TEXT,TEXT,https://www.datosabiertos.gob.pe/dataset/ex%C3%A1menes-de-laboratorio-de-consulta-externa-de-pacientes-diagnosticados-con-patolog%C3%ADas-20,,,RULED 2026-08-27 (record-level review): EXIT - renal lab tests: no counterpart in any other city (consistency conditional resolved),143
df_e::5697,Lima,datosabiertos.gob.pe (df_e),Metadatos - Exámenes de Laboratorio de Consulta Externa de Pacientes Diagnosticados con Patologías Relacionadas a Enfermedad Renal - [Seguro Social de Salud - EsSalud],Metadata - Outpatient Laboratory Tests of Patients Diagnosed with Pathologies Related to Kidney Disease - [Social Health Insurance - EsSalud]: The dataset was extracted from the Intelligent Health Service (EsSI) system implemented in 2019.,,,,PROPOSED EXIT,,,Point-feature,single year; one-off,2019,2019,0,pipeline,TEXT,TEXT,https://www.datosabiertos.gob.pe/dataset/ex%C3%A1menes-de-laboratorio-de-consulta-externa-de-pacientes-diagnosticados-con-patolog%C3%ADas-14,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DOCUMENTATION: a data dictionary, metadata record or publication plan for another record in this inventory, not a dataset in its own right.",144
df_e::1709,Lima,datosabiertos.gob.pe (df_e),Diccionario de datos Afiliados activos en el Seguro Integral de Salud con diagnóstico de Diabetes Mellitus - [SIS],Active affiliated data dictionary in the comprehensive health insurance with diagnosis of diabetes mellitus - [sis]: the published information provides the nominal information of the active affiliates to the SIS that have at least a definitive diagnosis of diabetes mellitus (DM).,,,,PROPOSED EXIT,,,Unknown,unknown depth; unknown cadence,,,,pipeline,UNKNOWN,UNKNOWN,https://www.datosabiertos.gob.pe/dataset/afiliados-activos-en-el-seguro-integral-de-salud-con-diagn%C3%B3stico-de-diabetes-mellitus-sis-1,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DOCUMENTATION: a data dictionary, metadata record or publication plan for another record in this inventory, not a dataset in its own right.",145
df_e::5029,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2022-01,Complete Affiliate Data - [Comprehensive Health Insurance] 2022-01:,NCDs,Disease burden,,Relevant proxy,,,Sub-city (district-zone),single year; annual-or-finer,2022,2022,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/67e59bdc-adec,,,,146
df_e::5028,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2022-02,Complete Affiliate Data - [Comprehensive Health Insurance] 2022-02:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2022,2022,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/5da77ef6-3771,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",147
df_e::5027,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2022-03,Complete Affiliate Data - [Comprehensive Health Insurance] 2022-03:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2022,2022,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/83519751-1bfb,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",148
df_e::5026,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2022-04,Complete Affiliate Data - [Comprehensive Health Insurance] 2022-04:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2022,2022,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/48c5e7bf-6a4c,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",149
df_e::5025,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2022-05,Complete Affiliate Data - [Comprehensive Health Insurance] 2022-05:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2022,2022,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/0c6ec147-8ff3,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",150
df_e::5024,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2022-06,Complete Affiliate Data - [Comprehensive Health Insurance] 2022-06:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2022,2022,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/9a0091d7-c3a6,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",151
df_e::5023,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2022-07,Complete Affiliate Data - [Comprehensive Health Insurance] 2022-07:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2022,2022,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/f8d7e29c-afcc,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",152
df_e::5022,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2022-08,Complete Affiliate Data - [Comprehensive Health Insurance] 2022-08:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2022,2022,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/c2a2d037-192c,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",153
df_e::5021,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2022-09,Complete Affiliate Data - [Comprehensive Health Insurance] 2022-09:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2022,2022,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/ca95cf52-b77d,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",154
df_e::5020,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2022-10,Complete Affiliate Data - [Comprehensive Health Insurance] 2022-10:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2022,2022,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/93fb176c-f581,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",155
df_e::5019,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2022-11,Complete Affiliate Data - [Comprehensive Health Insurance] 2022-11:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2022,2022,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/c2f5de81-f35a,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",156
df_e::5018,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2022-12,Complete Affiliate Data - [Comprehensive Health Insurance] 2022-12:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2022,2022,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/50687c28-a3f1,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",157
df_e::5017,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2023-01,Complete Affiliate Data - [Comprehensive Health Insurance] 2023-01:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2023,2023,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/788a9c37-7d96,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",158
df_e::5016,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2023-02,Complete Affiliate Data - [Comprehensive Health Insurance] 2023-02:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2023,2023,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/0ee6bc16-42a4,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",159
df_e::5015,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2023-03,Complete Affiliate Data - [Comprehensive Health Insurance] 2023-03:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2023,2023,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/2c86c734-e9fc,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",160
df_e::5014,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2023-04,Complete Affiliate Data - [Comprehensive Health Insurance] 2023-04:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2023,2023,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/012bc6bd-cb88,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",161
df_e::5013,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2023-05,Complete Affiliate Data - [Comprehensive Health Insurance] 2023-05:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2023,2023,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/d893f3ca-dbe0,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",162
df_e::5012,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2023-06,Complete Affiliate Data - [Comprehensive Health Insurance] 2023-06:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2023,2023,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/f496902b-9b72,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",163
df_e::5011,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2023-07,Complete Affiliate Data - [Comprehensive Health Insurance] 2023-07:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2023,2023,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/6c6b1cef-3a2d,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",164
df_e::5010,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2023-08,Complete Affiliate Data - [Comprehensive Health Insurance] 2023-08:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2023,2023,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/7b402833-60c6,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",165
df_e::5009,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2023-09,Complete Affiliate Data - [Comprehensive Health Insurance] 2023-09:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2023,2023,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/7ddb69b2-cd6f,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",166
df_e::5008,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2023-10,Complete Affiliate Data - [Comprehensive Health Insurance] 2023-10:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2023,2023,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/907a5066-34aa,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",167
df_e::5007,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2023-11,Complete Affiliate Data - [Comprehensive Health Insurance] 2023-11:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2023,2023,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/515f3c40-c629,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",168
df_e::5006,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2023-12,Complete Affiliate Data - [Comprehensive Health Insurance] 2023-12:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2023,2023,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/f0b4a1d9-6870,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",169
df_e::5005,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2024-01,Complete Affiliate Data - [Comprehensive Health Insurance] 2024-01:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2024,2024,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/10221c52-a308,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",170
df_e::5004,Lima,datosabiertos.gob.pe (df_e),Data Completa de Afiliados - [Seguro Integral de Salud] 2024-02,Complete Affiliate Data - [Comprehensive Health Insurance] 2024-02:,,,,PROPOSED EXIT,,,Sub-city (district-zone),single year; annual-or-finer,2024,2024,0,pipeline,TEXT,COUNTED,https://www.datosabiertos.gob.pe/dataset/datos-de-afiliados-al-seguro-integral-de-salud-en-estado-activo-sis/resource/02b4dda0-b9c5,,,"PROPOSED EXIT - Lima inventory audit 2026-08-25, DUPLICATE: a /resource/ FILE of a parent dataset already represented by another row with the same cluster, indicator and fit. Counting each file as a dataset inflated Lima's record count and skewed its cadence and span.",171
